sugiyama,428.774,431.16,2.386,まあ 祖先的にはそういうこと
sugiyama,436.74,438.162,1.422,朝一から 萌ちゃんに話したら
sugiyama,447.692,449.543,1.851,F 2 マート バラマキ ができるって
suzuki,0.0,2.112,2.112,アイ スタート
suzuki,11.79,15.373,3.583,まず寝ますね 時期的にもね
suzuki,17.537,18.802,1.265,新政 0
suzuki,26.802,27.704,0.902,凶器として
suzuki,31.903,32.843,0.94,7
suzuki,34.362,37.146,2.784,きってことね ああ私
suzuki,37.464,38.816,1.352,金は力だからン
suzuki,43.07,43.876,0.806,マホト 音
suzuki,50.015,51.23,1.215,かぶりもの
suzuki,54.676,56.243,1.567,だから 靴下 かぶれ
suzuki,64.833,67.226,2.393,掃除の年末大掃除のテクニックの一つ
suzuki,90.141,91.507,1.366,掃除
suzuki,94.829,96.82,1.991,母ありましたね
suzuki,100.492,101.366,0.874,あるあるですね
suzuki,117.838,119.962,2.124,靴下 ね
suzuki,127.872,129.687,1.815,差し筋
suzuki,131.345,138.816,7.471,やっぱバラバラにしてそのままの形を活かすんじゃなくて
suzuki,143.384,145.08,1.696,ジグソーパズル やっぱり
suzuki,152.299,154.154,1.855,あー
suzuki,163.4,165.101,1.701,輪ゴム カー
suzuki,196.493,197.366,0.873,海
suzuki,200.352,202.683,2.331,あーでも私
suzuki,209.537,212.097,2.56,ちょうどちょうどちょうど 振り回せますもんね
suzuki,220.267,221.084,0.817,ぐちょぐうちょ
suzuki,240.235,242.787,2.552,私は一度使用済みよね
suzuki,302.403,304.861,2.458,靴下 ね
suzuki,316.902,318.081,1.179,バラ
suzuki,335.856,339.253,3.397,靴下履くものを
suzuki,365.475,366.619,1.144,あったかいですね
suzuki,370.732,371.873,1.141,アート作品
suzuki,420.283,421.805,1.522,新規性が
suzuki,440.293,441.56,1.267,おもらし
sei,5.805,7.24,1.435,靴下 ね
sei,12.605,13.446,0.841,またね
sei,32.915,36.121,3.206,あいざという時は流れる
sei,98.428,100.183,1.755,使い古したやっと 花のあるあるだね
sei,124.247,125.179,0.932,独創的
sei,142.286,143.359,1.073,布になる
sei,147.253,147.76,0.507,おもいでを
sei,153.774,154.563,0.789,総集編
sei,168.329,169.098,0.769,靴下 か
sei,199.883,201.439,1.556,育てるもんだったっけ
sei,206.022,206.873,0.851,あーなるほどね
sei,236.83,237.619,0.789,ちょうどいい
sei,251.631,253.676,2.045,確かに カイロ 的な扱い
sei,259.873,260.619,0.746,めっちゃいや
sei,274.943,278.492,3.549,まったんから冷えていくから
sei,279.691,281.135,1.444,靴下 高井田 嬉しいよね
sei,311.397,314.026,2.629,石川県ってあの 普段 書かないからさ
sei,318.705,320.731,2.026,いつもどうやって使ってるの
sei,367.239,369.197,1.958,生かすっていうのはいいね
sei,381.281,384.38,3.099,なんかペットの服にできそう
sei,422.323,424.112,1.789,なんでも靴下で それやってもいい話だからね
sei,442.07,443.126,1.056,鳥谷 取り出しやすくて
tanokashira,0.249,1.902,1.653,スタートしました
tanokashira,5.069,8.03,2.961,長くつ下の新しい使い方を考えます
tanokashira,12.99,14.619,1.629,します 考え
tanokashira,15.492,16.253,0.761,全然新しくない
tanokashira,18.159,25.119,6.96,パパの靴下の中にさなんか ストッキング じゃないけどさ レンガ集めたらきっと殴れる見たら話 あるよね
tanokashira,28.028,28.535,0.507,凶器として
tanokashira,62.412,63.463,1.051,確かにね
tanokashira,68.569,69.361,0.792,大活躍だね
tanokashira,71.052,75.35,4.298,あとはあれだね やっぱ 靴下の中でカブトムシを買えそうだね
tanokashira,78.844,79.974,1.13,カブトムシを買ってあげるといいよ
tanokashira,90.264,91.154,0.89,確かに
tanokashira,103.829,104.81,0.981,独創的でいいね
tanokashira,126.825,127.38,0.555,独創的だね
tanokashira,135.826,137.067,1.241,形を変えようか
tanokashira,181.29,182.335,1.045,なんか聞いたことある
tanokashira,188.931,189.894,0.963,そうなんや
tanokashira,196.754,198.951,2.197,あーなんかでね
tanokashira,207.291,210.472,3.181,日々 持ち歩く中でね 傷をつけないように
tanokashira,215.006,216.619,1.613,シンクの音
tanokashira,218.62,219.949,1.329,確かに
tanokashira,222.684,224.612,1.928,2で水はけ悪い
tanokashira,234.633,235.605,0.972,確かにね
tanokashira,241.755,244.068,2.313,吐いたやつをそのまま
tanokashira,252.352,253.408,1.056,八雲
tanokashira,254.169,257.718,3.549,でもまた然りだね 履いてホカホカ な靴下は
tanokashira,266.56,269.048,2.488,ほかほかってやんなく表現だな
tanokashira,271.033,273.929,2.896,何か
tanokashira,281.704,283.186,1.482,そうですね
tanokashira,386.745,388.563,1.818,使えるそうですね
nishikawa,10.644,11.718,1.074,やっぱサンタクロースか
nishikawa,13.608,15.428,1.82,めちゃ忙しくない
nishikawa,56.85,58.07,1.22,変態チック 店
nishikawa,63.582,64.647,1.065,ああああ 確かね
nishikawa,95.703,97.392,1.689,ハイター 入って
nishikawa,139.331,142.358,3.027,刻んだらただの布 布
nishikawa,147.66,149.042,1.382,あれあれあれ
nishikawa,171.577,172.555,0.978,何だっけ
nishikawa,173.697,176.92,3.223,あれだ あの泥団子 磨くのに使えるって
nishikawa,197.296,198.434,1.138,買う
nishikawa,211.487,214.615,3.128,あれだ 三角コーナーに使わ
nishikawa,217.027,218.168,1.141,シンクの
nishikawa,237.917,240.077,2.16,再生早いですよ
nishikawa,252.237,253.652,1.415,あーそれいいなー
nishikawa,256.111,258.011,1.9,合鍵
nishikawa,261.412,262.194,0.782,安来
nishikawa,264.007,265.232,1.225,あったかい よっつって
nishikawa,270.228,272.216,1.988,煙出てたらもっと嫌だな
nishikawa,306.58,308.322,1.742,靴下 ね
nishikawa,324.116,326.904,2.788,靴下 靴下
nishikawa,331.07,332.813,1.743,つしたなー
nishikawa,344.219,347.126,2.907,まあ 穴空いた靴下
nishikawa,362.582,363.723,1.141,3文て
nishikawa,373.444,375.435,1.991,ルーズソックス 腹巻にしよう
nishikawa,376.725,379.014,2.289,あれあれすごい伸びるから
nishikawa,384.927,386.167,1.24,それ良さそう
nishikawa,395.75,397.004,1.254,いいなあ
nishikawa,416.578,417.483,0.905,いいね
nishikawa,426.581,428.394,1.813,あーそういうことか 靴下の利用法
nishikawa,432.93,435.078,2.148,妻は貯金箱が一番いいな
nishikawa,443.241,446.691,3.45,鳥取出し 痩せて毛切って 穴あけて ちょ待って
