"konishi","",39.341,40.304,0.963,"重いからね"
"konishi","",123.179,123.919,0.74,"ダンベルの代わりになるね"
"konishi","",153.624,155.525,1.901,"なんか後か便とか"
"konishi","",160.805,162.063,1.258,"赤レンガとは言わないけど"
"konishi","",172.849,175.01,2.161,"大きいのだと使われてません"
"konishi","",177.07,178.036,0.966,"すっごいでっかいやつだと"
"konishi","",188.724,189.718,0.994,"レンガ"
"konishi","",205.308,206.19,0.882,"初手でませんでした"
"konishi","",218.867,220.392,1.525,"レンガ"
"konishi","",232.638,234.729,2.091,"どんどん 壁 削れてくる"
"konishi","",256.183,257.697,1.514,"角田が"
"konishi","",265.859,267.413,1.554,"点滅してる"
"konishi","",275.443,277.095,1.652,"破壊するが"
"konishi","",292.797,294.042,1.245,"ピザ窯と客 みたいな"
"konishi","",314.557,315.596,1.039,"理論上はね"
"konishi","",330.975,333.383,2.408,"あれでやったぜ"
"konishi","",338.189,342.833,4.644,"形がもう"
"konishi","",349.41,351.278,1.868,"スリルあって"
"konishi","",352.805,357.292,4.487,"命のやり取りの石 レンガ使って私はあったほうが"
"konishi","",361.385,362.208,0.823,"カイジでやってそう"
"ishibashi","",14.225,15.953,1.728,"はい"
"ishibashi","",17.646,19.09,1.444,"そうですね"
"ishibashi","",39.202,41.411,2.209,"重さを生かしてね"
"ishibashi","",58.554,59.887,1.333,"そうだね"
"ishibashi","",68.512,69.411,0.899,"まあ"
"ishibashi","",72.683,73.399,0.716,"確かに"
"ishibashi","",78.333,92.295,13.962,"まあ 使用用途としてはパソ ダイエット かなんか呈するゲーのものに使われるんで逆に何かこう アクティブなものとかに使うと 今までにない新しい使い方になるんじゃないかな って"
"ishibashi","",100.749,101.633,0.884,"そうそう"
"ishibashi","",102.433,103.12,0.687,"投げるとか"
"ishibashi","",105.947,107.653,1.706,"レンガ 投げ選手権 みたいな"
"ishibashi","",114.484,114.988,0.504,"トレーディング"
"ishibashi","",116.507,118.243,1.736,"確かに良さそう"
"ishibashi","",127.123,129.382,2.259,"安く買えそうだね"
"ishibashi","",163.737,170.233,6.496,"まあいいんじゃない それなんか 逆になんで花瓶"
"ishibashi","",207.164,208.766,1.602,"初手で出てましたね"
"ishibashi","",252.516,254.316,1.8,"俺も聞こえなくなる"
"ishibashi","",276.583,278.36,1.777,"川の"
"ishibashi","",284.481,287.903,3.422,"あとは レンガを使ったなか 冷蔵庫みたいな"
"ishibashi","",291.662,293.627,1.965,"仲佐"
"ishibashi","",295.548,305.613,10.065,"ピザの石窯焼きとかも 誰なんだ レンガからそうなその逆 としてなくする 冷蔵庫できなので 来んじゃないかな って"
"ishibashi","",314.984,316.607,1.623,"めっちゃ重そうだけどね"
"ishibashi","",318.187,319.716,1.529,"落としても大丈夫って言う"
"ishibashi","",340.933,343.662,2.729,"あれが凄そうだね"
"ishibashi","",347.116,348.549,1.433,"ガシャーンて"
"ishibashi","",359.418,361.183,1.765,"スリルがあってね 面白いからね"
"ishibashi","",381.5,396.977,15.477,"まあ 後は中今は中どうしても 具体例が全部あの直方体のあの長い棒みたいなイメージしてるけどそれが加工できると仮定したら 歌えば レンガの駒を作るとか"
"ishibashi","",398.574,400.774,2.2,"何か新しくできんのかなって"
"ishibashi","",406.183,411.064,4.881,"あるかもしれないね 船が固い からぶつかってもなんか大丈夫みたいな"
"ishibashi","",428.05,433.399,5.349,"あーそうそうそう 材質 材質 自体が なんか メリットがあって"
"ishibashi","",434.713,441.035,6.322,"いい感じに形を加工すれば既存のやつよりは優れたいいもんなんじゃないかな みたいな"
"ichikawa","",17.743,18.896,1.153,"はい"
"ichikawa","",25.454,27.549,2.095,"レンガの新しい使い方"
"ichikawa","",51.257,52.198,0.941,"TENGA"
"ichikawa","",54.013,57.913,3.9,"家の壁と勝手ですよね っていうか"
"ichikawa","",95.533,96.695,1.162,"なんだろう"
"ichikawa","",104.466,105.466,1.0,"そう"
"ichikawa","",112.135,115.509,3.374,"後はあのトレーニングに使う"
"ichikawa","",117.731,119.546,1.815,"持ち上げるとか"
"ichikawa","",125.041,125.994,0.953,"射手座"
"ichikawa","",131.119,132.389,1.27,"後は"
"ichikawa","",146.79,153.183,6.393,"確かに でも なんかレンガで聞いたらあの直方体 っていうイメージな気がするな"
"ichikawa","",171.776,173.398,1.622,"なんでだ"
"ichikawa","",177.583,178.766,1.183,"あわかる"
"ichikawa","",180.387,183.554,3.167,"なんかさ めっちゃさ家の外とかに置いてある"
"ichikawa","",185.496,189.312,3.816,"壺みたいなカビみたいな形は結構 レンガっぽい材質"
"ichikawa","",190.849,193.716,2.867,"カールでもわかんない あれがレンガなのか"
"ichikawa","",220.775,221.897,1.122,"なんだろう"
"ichikawa","",224.506,230.272,5.766,"あれ 資格を活かして 超重たい サイコロ 適用と"
"ichikawa","",243.649,245.099,1.45,"角田が消えた"
"ichikawa","",249.083,251.633,2.55,"つのだがきえるたまに"
"ichikawa","",256.966,258.183,1.217,"角田が"
"ichikawa","",258.366,259.399,1.033,"今大丈夫"
"ichikawa","",265.516,266.749,1.233,"角田不安定"
"ichikawa","",267.099,271.783,4.684,"どっかから落として何か割る"
"ichikawa","",272.749,276.249,3.5,"破壊する道具"
"ichikawa","",281.533,283.099,1.566,"あとは"
"ichikawa","",298.066,299.633,1.567,"あれレンガですね"
"ichikawa","",306.233,306.766,0.533,"たしかに"
"ichikawa","",307.749,308.566,0.817,"レンガ"
"ichikawa","",309.683,312.049,2.366,"クーラーバッグ"
"ichikawa","",323.049,326.766,3.717,"たしかに固定冷蔵庫"
"ichikawa","",335.166,336.233,1.067,"おもちゃてきなね"
"ichikawa","",343.966,345.816,1.85,"全然だれか一人くらい死にそう"
"ichikawa","",365.149,366.399,1.25,"あと..."
"ichikawa","",369.183,370.416,1.233,"あと"
